,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
72,"Blizzard Boss Teases Upcoming News on Diablo, Overwatch, and Warcraft #URL# #URL#","['Blizzard', 'Boss', 'Teases', 'Upcoming', 'News', 'on', 'Diablo,', 'Overwatch,', 'and', 'Warcraft', '#URL#', '#URL#']","Blizzard Boss Teases Upcoming News on Diablo, Overwatch, and Warcraft #URL# #URL#","['blizzard', 'boss', 'teases', 'upcoming', 'news', 'on', 'diablo', ',', 'overwatch', ',', 'and', 'warcraft', '#', 'url', '#', '#', 'url', '#']","['blizzard', 'boss', 'teases', 'upcoming', 'news', 'on', 'diablo', 'overwatch', 'and', 'warcraft', 'url', 'url']","['blizzard', 'boss', 'teases', 'upcoming', 'news', 'on', 'diablo', 'overwatch', 'and', 'warcraft']","[('blizzard', 'RB'), ('boss', 'NN'), ('teases', 'NNS'), ('upcoming', 'VBG'), ('news', 'NN'), ('on', 'IN'), ('diablo', 'NN'), ('overwatch', 'NN'), ('and', 'CC'), ('warcraft', 'NN')]","[('blizzard', 'r'), ('boss', 'n'), ('teases', 'n'), ('upcoming', 'v'), ('news', 'n'), ('on', 'n'), ('diablo', 'n'), ('overwatch', 'n'), ('and', 'n'), ('warcraft', 'n')]","['blizzard', 'bos', 'tease', 'upcoming', 'news', 'on', 'diablo', 'overwatch', 'and', 'warcraft']"
73,Indigenous people could be expelled from land for new capital: NGO #URL# #URL#,"['Indigenous', 'people', 'could', 'be', 'expelled', 'from', 'land', 'for', 'new', 'capital:', 'NGO', '#URL#', '#URL#']",Indigenous people could be expelled from land for new capital: NGO #URL# #URL#,"['indigenous', 'people', 'could', 'be', 'expelled', 'from', 'land', 'for', 'new', 'capital', ':', 'ngo', '#', 'url', '#', '#', 'url', '#']","['indigenous', 'people', 'could', 'be', 'expelled', 'from', 'land', 'for', 'new', 'capital', 'ngo', 'url', 'url']","['indigenous', 'people', 'could', 'be', 'expelled', 'from', 'land', 'new', 'capital', 'ngo']","[('indigenous', 'JJ'), ('people', 'NNS'), ('could', 'MD'), ('be', 'VB'), ('expelled', 'VBN'), ('from', 'IN'), ('land', 'NN'), ('new', 'JJ'), ('capital', 'NN'), ('ngo', 'NN')]","[('indigenous', 'a'), ('people', 'n'), ('could', 'n'), ('be', 'v'), ('expelled', 'v'), ('from', 'n'), ('land', 'n'), ('new', 'a'), ('capital', 'n'), ('ngo', 'n')]","['indigenous', 'people', 'could', 'be', 'expel', 'from', 'land', 'new', 'capital', 'ngo']"
74,Guardians of the Galaxy Star Reacts to James Gunn's Grim News for Vol. 3 #URL# #URL#,"['Guardians', 'of', 'the', 'Galaxy', 'Star', 'Reacts', 'to', 'James', ""Gunn's"", 'Grim', 'News', 'for', 'Vol.', '3', '#URL#', '#URL#']",Guardians of the Galaxy Star Reacts to James Gunn's Grim News for Vol. 3 #URL# #URL#,"['guardians', 'of', 'the', 'galaxy', 'star', 'reacts', 'to', 'james', 'gunn', ""'s"", 'grim', 'news', 'for', 'vol', '.', '3', '#', 'url', '#', '#', 'url', '#']","['guardians', 'of', 'the', 'galaxy', 'star', 'reacts', 'to', 'james', 'gunn', ""'s"", 'grim', 'news', 'for', 'vol', '3', 'url', 'url']","['guardians', 'galaxy', 'star', 'reacts', 'to', 'james', 'gunn', ""'s"", 'grim', 'news', 'vol', '3']","[('guardians', 'NNS'), ('galaxy', 'VBP'), ('star', 'NN'), ('reacts', 'NNS'), ('to', 'TO'), ('james', 'NNS'), ('gunn', 'VBP'), (""'s"", 'POS'), ('grim', 'JJ'), ('news', 'NN'), ('vol', 'NN'), ('3', 'CD')]","[('guardians', 'n'), ('galaxy', 'v'), ('star', 'n'), ('reacts', 'n'), ('to', 'n'), ('james', 'n'), ('gunn', 'v'), (""'s"", 'n'), ('grim', 'a'), ('news', 'n'), ('vol', 'n'), ('3', 'n')]","['guardian', 'galaxy', 'star', 'reacts', 'to', 'james', 'gunn', ""'s"", 'grim', 'news', 'vol', '3']"
75,SC judges have seen social media of being a medium to launch attacks on them #URL# #URL#,"['SC', 'judges', 'have', 'seen', 'social', 'media', 'of', 'being', 'a', 'medium', 'to', 'launch', 'attacks', 'on', 'them', '#URL#', '#URL#']",SC judges have seen social media of being a medium to launch attacks on them #URL# #URL#,"['sc', 'judges', 'have', 'seen', 'social', 'media', 'of', 'being', 'a', 'medium', 'to', 'launch', 'attacks', 'on', 'them', '#', 'url', '#', '#', 'url', '#']","['sc', 'judges', 'have', 'seen', 'social', 'media', 'of', 'being', 'a', 'medium', 'to', 'launch', 'attacks', 'on', 'them', 'url', 'url']","['sc', 'judges', 'seen', 'social', 'media', 'being', 'medium', 'to', 'launch', 'attacks', 'on', 'them']","[('sc', 'NN'), ('judges', 'NNS'), ('seen', 'VBN'), ('social', 'JJ'), ('media', 'NNS'), ('being', 'VBG'), ('medium', 'NN'), ('to', 'TO'), ('launch', 'VB'), ('attacks', 'NNS'), ('on', 'IN'), ('them', 'PRP')]","[('sc', 'n'), ('judges', 'n'), ('seen', 'v'), ('social', 'a'), ('media', 'n'), ('being', 'v'), ('medium', 'n'), ('to', 'n'), ('launch', 'v'), ('attacks', 'n'), ('on', 'n'), ('them', 'n')]","['sc', 'judge', 'see', 'social', 'medium', 'be', 'medium', 'to', 'launch', 'attack', 'on', 'them']"
76,Fancied Qatar face Iran test for a place in final #URL# #URL#,"['Fancied', 'Qatar', 'face', 'Iran', 'test', 'for', 'a', 'place', 'in', 'final', '#URL#', '#URL#']",Fancied Qatar face Iran test for a place in final #URL# #URL#,"['fancied', 'qatar', 'face', 'iran', 'test', 'for', 'a', 'place', 'in', 'final', '#', 'url', '#', '#', 'url', '#']","['fancied', 'qatar', 'face', 'iran', 'test', 'for', 'a', 'place', 'in', 'final', 'url', 'url']","['fancied', 'qatar', 'face', 'iran', 'test', 'place', 'in', 'final']","[('fancied', 'VBN'), ('qatar', 'JJ'), ('face', 'NN'), ('iran', 'NN'), ('test', 'NN'), ('place', 'NN'), ('in', 'IN'), ('final', 'JJ')]","[('fancied', 'v'), ('qatar', 'a'), ('face', 'n'), ('iran', 'n'), ('test', 'n'), ('place', 'n'), ('in', 'n'), ('final', 'a')]","['fancy', 'qatar', 'face', 'iran', 'test', 'place', 'in', 'final']"
77,"St James police seize two high-powered rifles, ammunition #URL#","['St', 'James', 'police', 'seize', 'two', 'high-powered', 'rifles,', 'ammunition', '#URL#']","St James police seize two high-powered rifles, ammunition #URL#","['st', 'james', 'police', 'seize', 'two', 'high-powered', 'rifles', ',', 'ammunition', '#', 'url', '#']","['st', 'james', 'police', 'seize', 'two', 'high-powered', 'rifles', 'ammunition', 'url']","['st', 'james', 'police', 'seize', 'two', 'high-powered', 'rifles', 'ammunition']","[('st', 'NN'), ('james', 'NNS'), ('police', 'VBP'), ('seize', 'JJ'), ('two', 'CD'), ('high-powered', 'JJ'), ('rifles', 'NNS'), ('ammunition', 'NN')]","[('st', 'n'), ('james', 'n'), ('police', 'v'), ('seize', 'a'), ('two', 'n'), ('high-powered', 'a'), ('rifles', 'n'), ('ammunition', 'n')]","['st', 'james', 'police', 'seize', 'two', 'high-powered', 'rifle', 'ammunition']"
78,West Indies aim to clinch T20 series against England #URL# #URL#,"['West', 'Indies', 'aim', 'to', 'clinch', 'T20', 'series', 'against', 'England', '#URL#', '#URL#']",West Indies aim to clinch T20 series against England #URL# #URL#,"['west', 'indies', 'aim', 'to', 'clinch', 't20', 'series', 'against', 'england', '#', 'url', '#', '#', 'url', '#']","['west', 'indies', 'aim', 'to', 'clinch', 't20', 'series', 'against', 'england', 'url', 'url']","['west', 'indies', 'aim', 'to', 'clinch', 't20', 'series', 'against', 'england']","[('west', 'JJ'), ('indies', 'NNS'), ('aim', 'VBP'), ('to', 'TO'), ('clinch', 'VB'), ('t20', 'JJ'), ('series', 'NN'), ('against', 'IN'), ('england', 'NN')]","[('west', 'a'), ('indies', 'n'), ('aim', 'v'), ('to', 'n'), ('clinch', 'v'), ('t20', 'a'), ('series', 'n'), ('against', 'n'), ('england', 'n')]","['west', 'indie', 'aim', 'to', 'clinch', 't20', 'series', 'against', 'england']"
79,Power issue leaves several Westmoreland communities without water #URL#,"['Power', 'issue', 'leaves', 'several', 'Westmoreland', 'communities', 'without', 'water', '#URL#']",Power issue leaves several Westmoreland communities without water #URL#,"['power', 'issue', 'leaves', 'several', 'westmoreland', 'communities', 'without', 'water', '#', 'url', '#']","['power', 'issue', 'leaves', 'several', 'westmoreland', 'communities', 'without', 'water', 'url']","['power', 'issue', 'leaves', 'several', 'westmoreland', 'communities', 'without', 'water']","[('power', 'NN'), ('issue', 'NN'), ('leaves', 'VBZ'), ('several', 'JJ'), ('westmoreland', 'NN'), ('communities', 'NNS'), ('without', 'IN'), ('water', 'NN')]","[('power', 'n'), ('issue', 'n'), ('leaves', 'v'), ('several', 'a'), ('westmoreland', 'n'), ('communities', 'n'), ('without', 'n'), ('water', 'n')]","['power', 'issue', 'leave', 'several', 'westmoreland', 'community', 'without', 'water']"
80,New Zealand PM Ardern is self isolating after exposure to COVID positive case #URL# #URL#,"['New', 'Zealand', 'PM', 'Ardern', 'is', 'self', 'isolating', 'after', 'exposure', 'to', 'COVID', 'positive', 'case', '#URL#', '#URL#']",New Zealand PM Ardern is self isolating after exposure to COVID positive case #URL# #URL#,"['new', 'zealand', 'pm', 'ardern', 'is', 'self', 'isolating', 'after', 'exposure', 'to', 'covid', 'positive', 'case', '#', 'url', '#', '#', 'url', '#']","['new', 'zealand', 'pm', 'ardern', 'is', 'self', 'isolating', 'after', 'exposure', 'to', 'covid', 'positive', 'case', 'url', 'url']","['new', 'zealand', 'pm', 'ardern', 'self', 'isolating', 'after', 'exposure', 'to', 'covid', 'positive', 'case']","[('new', 'JJ'), ('zealand', 'NNP'), ('pm', 'NN'), ('ardern', 'JJ'), ('self', 'NN'), ('isolating', 'NN'), ('after', 'IN'), ('exposure', 'NN'), ('to', 'TO'), ('covid', 'VB'), ('positive', 'JJ'), ('case', 'NN')]","[('new', 'a'), ('zealand', 'n'), ('pm', 'n'), ('ardern', 'a'), ('self', 'n'), ('isolating', 'n'), ('after', 'n'), ('exposure', 'n'), ('to', 'n'), ('covid', 'v'), ('positive', 'a'), ('case', 'n')]","['new', 'zealand', 'pm', 'ardern', 'self', 'isolating', 'after', 'exposure', 'to', 'covid', 'positive', 'case']"
81,BTC Miner Greenidge Power Plant Permit Gets Delayed #URL# #URL#,"['BTC', 'Miner', 'Greenidge', 'Power', 'Plant', 'Permit', 'Gets', 'Delayed', '#URL#', '#URL#']",BTC Miner Greenidge Power Plant Permit Gets Delayed #URL# #URL#,"['btc', 'miner', 'greenidge', 'power', 'plant', 'permit', 'gets', 'delayed', '#', 'url', '#', '#', 'url', '#']","['btc', 'miner', 'greenidge', 'power', 'plant', 'permit', 'gets', 'delayed', 'url', 'url']","['btc', 'miner', 'greenidge', 'power', 'plant', 'permit', 'gets', 'delayed']","[('btc', 'NN'), ('miner', 'NN'), ('greenidge', 'NN'), ('power', 'NN'), ('plant', 'NN'), ('permit', 'NN'), ('gets', 'VBZ'), ('delayed', 'VBN')]","[('btc', 'n'), ('miner', 'n'), ('greenidge', 'n'), ('power', 'n'), ('plant', 'n'), ('permit', 'n'), ('gets', 'v'), ('delayed', 'v')]","['btc', 'miner', 'greenidge', 'power', 'plant', 'permit', 'get', 'delay']"
82,WWE Royal Rumble 2022 Live Blog: Match Card and Preview #URL# #URL#,"['WWE', 'Royal', 'Rumble', '2022', 'Live', 'Blog:', 'Match', 'Card', 'and', 'Preview', '#URL#', '#URL#']",WWE Royal Rumble 2022 Live Blog: Match Card and Preview #URL# #URL#,"['wwe', 'royal', 'rumble', '2022', 'live', 'blog', ':', 'match', 'card', 'and', 'preview', '#', 'url', '#', '#', 'url', '#']","['wwe', 'royal', 'rumble', '2022', 'live', 'blog', 'match', 'card', 'and', 'preview', 'url', 'url']","['wwe', 'royal', 'rumble', '2022', 'live', 'blog', 'match', 'card', 'and', 'preview']","[('wwe', 'NN'), ('royal', 'NN'), ('rumble', 'JJ'), ('2022', 'CD'), ('live', 'JJ'), ('blog', 'NN'), ('match', 'NN'), ('card', 'NN'), ('and', 'CC'), ('preview', 'NN')]","[('wwe', 'n'), ('royal', 'n'), ('rumble', 'a'), ('2022', 'n'), ('live', 'a'), ('blog', 'n'), ('match', 'n'), ('card', 'n'), ('and', 'n'), ('preview', 'n')]","['wwe', 'royal', 'rumble', '2022', 'live', 'blog', 'match', 'card', 'and', 'preview']"
83,Iran won’t release US prisoners as part of nuclear deal #URL# #URL#,"['Iran', 'will not', 'release', 'US', 'prisoners', 'as', 'part', 'of', 'nuclear', 'deal', '#URL#', '#URL#']",Iran will not release US prisoners as part of nuclear deal #URL# #URL#,"['iran', 'will', 'not', 'release', 'us', 'prisoners', 'as', 'part', 'of', 'nuclear', 'deal', '#', 'url', '#', '#', 'url', '#']","['iran', 'will', 'not', 'release', 'us', 'prisoners', 'as', 'part', 'of', 'nuclear', 'deal', 'url', 'url']","['iran', 'will', 'not', 'release', 'us', 'prisoners', 'as', 'part', 'nuclear', 'deal']","[('iran', 'NN'), ('will', 'MD'), ('not', 'RB'), ('release', 'VB'), ('us', 'PRP'), ('prisoners', 'NNS'), ('as', 'IN'), ('part', 'NN'), ('nuclear', 'JJ'), ('deal', 'NN')]","[('iran', 'n'), ('will', 'n'), ('not', 'r'), ('release', 'v'), ('us', 'n'), ('prisoners', 'n'), ('as', 'n'), ('part', 'n'), ('nuclear', 'a'), ('deal', 'n')]","['iran', 'will', 'not', 'release', 'u', 'prisoner', 'a', 'part', 'nuclear', 'deal']"
84,4 districts gear up for urban local body polls #URL# #URL#,"['4', 'districts', 'gear', 'up', 'for', 'urban', 'local', 'body', 'polls', '#URL#', '#URL#']",4 districts gear up for urban local body polls #URL# #URL#,"['4', 'districts', 'gear', 'up', 'for', 'urban', 'local', 'body', 'polls', '#', 'url', '#', '#', 'url', '#']","['4', 'districts', 'gear', 'up', 'for', 'urban', 'local', 'body', 'polls', 'url', 'url']","['4', 'districts', 'gear', 'up', 'urban', 'local', 'body', 'polls']","[('4', 'CD'), ('districts', 'NNS'), ('gear', 'VBP'), ('up', 'RP'), ('urban', 'JJ'), ('local', 'JJ'), ('body', 'NN'), ('polls', 'NNS')]","[('4', 'n'), ('districts', 'n'), ('gear', 'v'), ('up', 'r'), ('urban', 'a'), ('local', 'a'), ('body', 'n'), ('polls', 'n')]","['4', 'district', 'gear', 'up', 'urban', 'local', 'body', 'poll']"
85,"Toyota retains global sales crown, expands lead over VW on chip crisis management #URL# #URL#","['Toyota', 'retains', 'global', 'sales', 'crown,', 'expands', 'lead', 'over', 'VW', 'on', 'chip', 'crisis', 'management', '#URL#', '#URL#']","Toyota retains global sales crown, expands lead over VW on chip crisis management #URL# #URL#","['toyota', 'retains', 'global', 'sales', 'crown', ',', 'expands', 'lead', 'over', 'vw', 'on', 'chip', 'crisis', 'management', '#', 'url', '#', '#', 'url', '#']","['toyota', 'retains', 'global', 'sales', 'crown', 'expands', 'lead', 'over', 'vw', 'on', 'chip', 'crisis', 'management', 'url', 'url']","['toyota', 'retains', 'global', 'sales', 'crown', 'expands', 'lead', 'over', 'vw', 'on', 'chip', 'crisis', 'management']","[('toyota', 'NN'), ('retains', 'VBZ'), ('global', 'JJ'), ('sales', 'NNS'), ('crown', 'JJ'), ('expands', 'NNS'), ('lead', 'VBP'), ('over', 'IN'), ('vw', 'NN'), ('on', 'IN'), ('chip', 'NN'), ('crisis', 'NN'), ('management', 'NN')]","[('toyota', 'n'), ('retains', 'v'), ('global', 'a'), ('sales', 'n'), ('crown', 'a'), ('expands', 'n'), ('lead', 'v'), ('over', 'n'), ('vw', 'n'), ('on', 'n'), ('chip', 'n'), ('crisis', 'n'), ('management', 'n')]","['toyota', 'retain', 'global', 'sale', 'crown', 'expands', 'lead', 'over', 'vw', 'on', 'chip', 'crisis', 'management']"
86,'We have nothing left': Snowstorm leaves Syrian refugees without shelter #URL# #URL#,"[""'We"", 'have', 'nothing', ""left':"", 'Snowstorm', 'leaves', 'Syrian', 'refugees', 'without', 'shelter', '#URL#', '#URL#']",'We have nothing left': Snowstorm leaves Syrian refugees without shelter #URL# #URL#,"[""'we"", 'have', 'nothing', 'left', ""'"", ':', 'snowstorm', 'leaves', 'syrian', 'refugees', 'without', 'shelter', '#', 'url', '#', '#', 'url', '#']","[""'we"", 'have', 'nothing', 'left', 'snowstorm', 'leaves', 'syrian', 'refugees', 'without', 'shelter', 'url', 'url']","[""'we"", 'nothing', 'left', 'snowstorm', 'leaves', 'syrian', 'refugees', 'without', 'shelter']","[(""'we"", 'CD'), ('nothing', 'NN'), ('left', 'VBD'), ('snowstorm', 'NN'), ('leaves', 'VBZ'), ('syrian', 'JJ'), ('refugees', 'NNS'), ('without', 'IN'), ('shelter', 'NN')]","[(""'we"", 'n'), ('nothing', 'n'), ('left', 'v'), ('snowstorm', 'n'), ('leaves', 'v'), ('syrian', 'a'), ('refugees', 'n'), ('without', 'n'), ('shelter', 'n')]","[""'we"", 'nothing', 'leave', 'snowstorm', 'leave', 'syrian', 'refugee', 'without', 'shelter']"
87,Destiny 2: Xur Location for January 28-February 1 #URL# #URL#,"['Destiny', '2:', 'Xur', 'Location', 'for', 'January', '28-February', '1', '#URL#', '#URL#']",Destiny 2: Xur Location for January 28-February 1 #URL# #URL#,"['destiny', '2', ':', 'xur', 'location', 'for', 'january', '28-february', '1', '#', 'url', '#', '#', 'url', '#']","['destiny', '2', 'xur', 'location', 'for', 'january', '28-february', '1', 'url', 'url']","['destiny', '2', 'xur', 'location', 'january', '28-february', '1']","[('destiny', 'JJ'), ('2', 'CD'), ('xur', 'NN'), ('location', 'NN'), ('january', 'JJ'), ('28-february', 'JJ'), ('1', 'CD')]","[('destiny', 'a'), ('2', 'n'), ('xur', 'n'), ('location', 'n'), ('january', 'a'), ('28-february', 'a'), ('1', 'n')]","['destiny', '2', 'xur', 'location', 'january', '28-february', '1']"
88,Ohio promises $2.1bn in incentives to lure chipmaker Intel #URL# #URL#,"['Ohio', 'promises', '$2.1bn', 'in', 'incentives', 'to', 'lure', 'chipmaker', 'Intel', '#URL#', '#URL#']",Ohio promises $2.1bn in incentives to lure chipmaker Intel #URL# #URL#,"['ohio', 'promises', '$', '2.1bn', 'in', 'incentives', 'to', 'lure', 'chipmaker', 'intel', '#', 'url', '#', '#', 'url', '#']","['ohio', 'promises', '2.1bn', 'in', 'incentives', 'to', 'lure', 'chipmaker', 'intel', 'url', 'url']","['ohio', 'promises', '2.1bn', 'in', 'incentives', 'to', 'lure', 'chipmaker', 'intel']","[('ohio', 'NN'), ('promises', 'VBZ'), ('2.1bn', 'CD'), ('in', 'IN'), ('incentives', 'NNS'), ('to', 'TO'), ('lure', 'VB'), ('chipmaker', 'NN'), ('intel', 'NN')]","[('ohio', 'n'), ('promises', 'v'), ('2.1bn', 'n'), ('in', 'n'), ('incentives', 'n'), ('to', 'n'), ('lure', 'v'), ('chipmaker', 'n'), ('intel', 'n')]","['ohio', 'promise', '2.1bn', 'in', 'incentive', 'to', 'lure', 'chipmaker', 'intel']"
89,Tom Brady to retire from the NFL after legendary career: report #URL# #URL#,"['Tom', 'Brady', 'to', 'retire', 'from', 'the', 'NFL', 'after', 'legendary', 'career:', 'report', '#URL#', '#URL#']",Tom Brady to retire from the NFL after legendary career: report #URL# #URL#,"['tom', 'brady', 'to', 'retire', 'from', 'the', 'nfl', 'after', 'legendary', 'career', ':', 'report', '#', 'url', '#', '#', 'url', '#']","['tom', 'brady', 'to', 'retire', 'from', 'the', 'nfl', 'after', 'legendary', 'career', 'report', 'url', 'url']","['tom', 'brady', 'to', 'retire', 'from', 'nfl', 'after', 'legendary', 'career', 'report']","[('tom', 'NN'), ('brady', 'NN'), ('to', 'TO'), ('retire', 'VB'), ('from', 'IN'), ('nfl', 'NN'), ('after', 'IN'), ('legendary', 'JJ'), ('career', 'NN'), ('report', 'NN')]","[('tom', 'n'), ('brady', 'n'), ('to', 'n'), ('retire', 'v'), ('from', 'n'), ('nfl', 'n'), ('after', 'n'), ('legendary', 'a'), ('career', 'n'), ('report', 'n')]","['tom', 'brady', 'to', 'retire', 'from', 'nfl', 'after', 'legendary', 'career', 'report']"
90,"Vague guidelines, not lack of funding, blamed for Hong Kong schools’ failure to develop ethnic minority students’ language skills #URL# #URL#","['Vague', 'guidelines,', 'not', 'lack', 'of', 'funding,', 'blamed', 'for', 'Hong', 'Kong', 'schools’', 'failure', 'to', 'develop', 'ethnic', 'minority', 'students’', 'language', 'skills', '#URL#', '#URL#']","Vague guidelines, not lack of funding, blamed for Hong Kong schools’ failure to develop ethnic minority students’ language skills #URL# #URL#","['vague', 'guidelines', ',', 'not', 'lack', 'of', 'funding', ',', 'blamed', 'for', 'hong', 'kong', 'schools', '’', 'failure', 'to', 'develop', 'ethnic', 'minority', 'students', '’', 'language', 'skills', '#', 'url', '#', '#', 'url', '#']","['vague', 'guidelines', 'not', 'lack', 'of', 'funding', 'blamed', 'for', 'hong', 'kong', 'schools', '’', 'failure', 'to', 'develop', 'ethnic', 'minority', 'students', '’', 'language', 'skills', 'url', 'url']","['vague', 'guidelines', 'not', 'lack', 'funding', 'blamed', 'hong', 'kong', 'schools', '’', 'failure', 'to', 'develop', 'ethnic', 'minority', 'students', '’', 'language', 'skills']","[('vague', 'JJ'), ('guidelines', 'NNS'), ('not', 'RB'), ('lack', 'VB'), ('funding', 'NN'), ('blamed', 'VBN'), ('hong', 'RB'), ('kong', 'JJ'), ('schools', 'NNS'), ('’', 'JJ'), ('failure', 'NN'), ('to', 'TO'), ('develop', 'VB'), ('ethnic', 'JJ'), ('minority', 'NN'), ('students', 'NNS'), ('’', 'JJ'), ('language', 'NN'), ('skills', 'NNS')]","[('vague', 'a'), ('guidelines', 'n'), ('not', 'r'), ('lack', 'v'), ('funding', 'n'), ('blamed', 'v'), ('hong', 'r'), ('kong', 'a'), ('schools', 'n'), ('’', 'a'), ('failure', 'n'), ('to', 'n'), ('develop', 'v'), ('ethnic', 'a'), ('minority', 'n'), ('students', 'n'), ('’', 'a'), ('language', 'n'), ('skills', 'n')]","['vague', 'guideline', 'not', 'lack', 'funding', 'blame', 'hong', 'kong', 'school', '’', 'failure', 'to', 'develop', 'ethnic', 'minority', 'student', '’', 'language', 'skill']"
91,Watch: Medvedev calls official 'small cat' in rant at Australian Open #URL# #URL#,"['Watch:', 'Medvedev', 'calls', 'official', ""'small"", ""cat'"", 'in', 'rant', 'at', 'Australian', 'Open', '#URL#', '#URL#']",Watch: Medvedev calls official 'small cat' in rant at Australian Open #URL# #URL#,"['watch', ':', 'medvedev', 'calls', 'official', ""'small"", 'cat', ""'"", 'in', 'rant', 'at', 'australian', 'open', '#', 'url', '#', '#', 'url', '#']","['watch', 'medvedev', 'calls', 'official', ""'small"", 'cat', 'in', 'rant', 'at', 'australian', 'open', 'url', 'url']","['watch', 'medvedev', 'calls', 'official', ""'small"", 'cat', 'in', 'rant', 'at', 'australian', 'open']","[('watch', 'NN'), ('medvedev', 'NN'), ('calls', 'VBZ'), ('official', 'JJ'), (""'small"", 'CD'), ('cat', 'NN'), ('in', 'IN'), ('rant', 'NN'), ('at', 'IN'), ('australian', 'JJ'), ('open', 'JJ')]","[('watch', 'n'), ('medvedev', 'n'), ('calls', 'v'), ('official', 'a'), (""'small"", 'n'), ('cat', 'n'), ('in', 'n'), ('rant', 'n'), ('at', 'n'), ('australian', 'a'), ('open', 'a')]","['watch', 'medvedev', 'call', 'official', ""'small"", 'cat', 'in', 'rant', 'at', 'australian', 'open']"
